Remind me to pet the dog at 11:20 AM, Jarvis.	timer_at_clock
what is the weather in Oakland	none
remind me to take the chicken out at 6, jarvis	timer_at_clock
hey could you remind me to call mom at quarter after 3 jarvis	timer_at_clock
uh remind me in like 20 minutes to check the oven jarvis	timer_duration
mind me to leave for the airport at 11 20 jarvis	timer_at_clock
set a timer for an hour and a half jarvis	timer_duration
remind me to grab milk on the way home	todo
can you remind me at 4 to move the laundry jarvis?	timer_at_clock
timer for 10 jarvis	timer_duration
remind me tonight at 8 to take my pills jarvis	timer_at_clock
remind me to text Dave back in five	timer_duration
what time does the game start jarvis	none
remind me to put the trash out at 7:30 in the morning jarvis	timer_at_clock
hey jarvis remind me to stretch in 45	timer_duration
remind me to renew the registration	todo
gimme a heads up at 1120 to join the call jarvis	timer_at_clock
set a timer for 10 minutes jarvis, actually make it 15	timer_duration
remind me to email Sara first thing tomorrow jarvis	todo
remind me to head out at ten of five jarvis	timer_at_clock
can you wake me up in 20 minutes jarvis	timer_duration
is it gonna rain at 4 jarvis	none
mind me to take the trash out at eleven twenty jarvis	timer_at_clock
remind me to call mom at 1120 jarvis	timer_at_clock
remind me to take my meds at 8 30 PM jarvis	timer_at_clock
remind me to stretch at quarter past three jarvis	timer_at_clock
wake me up at half past six a.m. jarvis	timer_at_clock
remind me to call the bank at ten thirty in the morning jarvis	timer_at_clock
et a reminder for 4 pm jarvis	timer_at_clock
remind me at noon to flip the laundry jarvis	timer_at_clock
feed the cats at 6 jarvis	timer_at_clock
remind me to pick up Sarah at 5 o'clock jarvis.	timer_at_clock
set a timer for ten minutes jarvis,	timer_duration
me in five jarvis	timer_duration
timer for an hour and a half jarvis	timer_duration
remind me to check the oven in twenty five minutes jarvis	timer_duration
set a 3 minute timer jarvis	timer_duration
remind me to buy batteries for the smoke alarm jarvis	todo
remind me to meet Pat at Starbucks jarvis	todo
dd a todo renew the tags on the car jarvis	todo
remind me why we switched to the new phone plan jarvis?	none
how long does it take to boil an egg jarvis?	none
remind me to buy 2 pints of milk jarvis	todo
remind me to grab a 30 minute parking pass, jarvis	todo
add a reminder to set a timer on the sprinkler jarvis	todo
remind me to drop the car off at the shop jarvis	todo
remind me to put the roast in the oven jarvis	todo
pick up dog food and 12 cans of the chicken one jarvis	todo
remind me to text Sarah about the 7 30 class jarvis	todo
remind me to grab a second charger for the car jarvis	todo
remind me to call the number on the 1099 form jarvis	todo
note to self pick up half and half jarvis	todo
remind me to switch to the 12 month plan jarvis	todo
can you remind me to book the flight jarvis?	todo
mind me to cancel the gym membership jarvis	todo
remind me to pay the 45 dollar late fee, jarvis	todo
add finish the 20 minute workout video to my todos jarvis	todo
remind me to fix the clock in the guest room jarvis	todo
remind me to meet Dave at the gym jarvis	todo
set a reminder to water the plants jarvis	todo
remind me to email Kevin about the 4th quarter numbers jarvis	todo
remind me to grab a 6 pack on the way home jarvis	todo
why is my resting heart rate at 120 jarvis	none
is gas still 3 40 at the costco on route 9 jarvis	none
what's 15 percent of 84 dollars jarvis?	none
how much are tickets for the 10 o'clock show at the alamo jarvis	none
remind me to meet dave at the coffee shop on pearl jarvis	todo
remind me the appointment is at 200 west 57th street jarvis	todo
add a table for 2 at the window to the reservation notes jarvis	todo
remind me to call the pharmacy at 3rd and main jarvis	todo
much is the 12 pack at the gas station jarvis	none
did the game end 24 to 17 jarvis?	none
what time does the 730 bus get to the ferry jarvis	none
remind me to return the truck at 12000 miles jarvis	todo
remind me to charge the glasses at 20 percent jarvis	todo
look up united flight 1120 jarvis	none
how cold is it at 30000 feet jarvis	none
the eleven twenty from penn station sold out jarvis	none
remind me the wifi password is guest 2024 jarvis	todo
add pick up ana at daycare to my todo list jarvis	todo
remind me to check the oven at 350 jarvis	todo
set a reminder to grab a table for six at antonio's jarvis	todo
remind me to take the trash out at noon jarvis	timer_at_clock
set an alarm for midnight jarvis	timer_at_clock
remind me to call mom back at 12 jarvis	timer_at_clock
remind me at 12 am to stop scrolling jarvis	timer_at_clock
wake me up at 12 pm jarvis?	timer_at_clock
me to grab the cake at 5:30 jarvis	timer_at_clock
mind me to stretch at twelve thirty jarvis	timer_at_clock
remind me tonight at 8 to feed the cat jarvis	timer_at_clock
remind me tomorrow at 9 to email the landlord jarvis	timer_at_clock
remind me to move the laundry at 2 jarvis	timer_at_clock
remind me to take my thyroid pill at 07:05 jarvis	timer_at_clock
set a reminder for 15:30 to join the standup jarvis	timer_at_clock
remind me at 1120 to leave for the dentist jarvis	timer_at_clock
remind me to water the plants at eleven twenty jarvis	timer_at_clock
remind me at 6 30 to start the grill jarvis	timer_at_clock
remind me to head out at quarter to 12 jarvis	timer_at_clock
at 4pm remind me to take the chicken out jarvis	timer_at_clock
remind me to leave for the airport at five o'clock jarvis	timer_at_clock
remind me in 12 hours to check on the dough jarvis	timer_duration
add a todo to book the 9 am flight to denver jarvis	todo
set a timer for 10 minutes jarvis?	timer_duration
remind me in 10 minutes to call mom at 4 jarvis	timer_duration
at 4 remind me to start a 20 minute timer jarvis	timer_at_clock
in 20 minutes jarvis	timer_duration
remind me to take the cookies out in 12 minutes at 350 jarvis	timer_duration
give me a heads up ten minutes before my 3 o'clock jarvis	timer_at_clock
remind me to rotate the tires in 5000 miles jarvis	todo
set a timer for 4 jarvis	timer_duration
remind me at 4 jarvis	timer_at_clock
wake me up in an hour and a half jarvis	timer_duration
remind me at eleven twenty to leave for the airport jarvis	timer_at_clock
set an alarm for 1120 jarvis	timer_at_clock
45 seconds jarvis	timer_duration
remind me in five to check the laundry jarvis	timer_duration
how many minutes until 4pm jarvis	none
remind me in half an hour actually make it 5 o'clock jarvis	timer_at_clock
remind me to book the 10 minute slot with dr chen jarvis	todo
check on me in a quarter hour jarvis	timer_duration
remind me at a quarter to 7 to flip the chicken jarvis	timer_at_clock
what time should I set the timer for if it needs 3 hours jarvis	none
play some bob dylan jarvis	media_play
some quiet jazz jarvis	media_play
play stop making sense jarvis	media_play
play the next day jarvis	media_play
play pause by four tet on spotify jarvis	media_play_spotify
spotify play my discover weekly jarvis	media_play_spotify
put on my liked songs jarvis	media_play
play that led zeppelin concert on youtube jarvis	media_play_youtube
youtube the interstellar docking scene jarvis	media_play_youtube
play skip marley jarvis	media_play
play back to black jarvis	media_play
shuffle my road trip playlist jarvis	media_play
play something on spotify jarvis	media_play_spotify
throw on the new clipse album jarvis	media_play
play the daily jarvis	media_play
play louder than bombs jarvis	media_play
can you play the song from the volkswagen commercial on youtube, jarvis?	media_play_youtube
resume my audiobook jarvis	media_control
what time does the play start jarvis	none
who's playing at the greek tonight jarvis	none
play stop making sense by talking heads jarvis	media_play
stop making sense by talking heads jarvis	media_play
stop jarvis	media_control
play stop by the spice girls on spotify jarvis	media_play_spotify
put on the next day by david bowie jarvis	media_play
next jarvis	media_control
play the next episode by dr dre on youtube jarvis	media_play_youtube
play pause by four tet jarvis	media_play
play skip james on spotify jarvis	media_play_spotify
skip james hard time killing floor blues jarvis	media_play
play don't stop believin jarvis	media_play
play back in black jarvis	media_play
back to black by amy winehouse jarvis	media_play
play moby's album play jarvis	media_play
play play with fire by the rolling stones jarvis	media_play
play louder than bombs by the smiths jarvis	media_play
stop playing stop making sense jarvis	media_control
what song is this is it don't stop me now jarvis	media_now
who wrote don't stop believin jarvis	none
play the skip the queue podcast jarvis	media_play
next	media_control
back, jarvis	media_control
stop.	media_control
turn it up a little jarvis	media_control
quieter please	media_control
shut it off jarvis	media_control
can you pause that for a sec	media_control
unpause it	media_control
play	media_control
pause it on spotify jarvis	media_control
skip this one, jarvis.	media_control
no no don't skip this one	none
stop making sense jarvis	media_play
turn the volume down a bit, jarvis?	media_control
pause the timer jarvis	none
go back like thirty seconds jarvis	media_control
one more time jarvis	media_control
what's next jarvis	none
mute it for a second jarvis	media_control
crank it up jarvis	media_control
the play starts at seven right jarvis	none
who's playing at the Fillmore tonight jarvis	none
what's playing at the Landmark this weekend jarvis	none
when do the niners play the rams jarvis	none
what's next on my calendar jarvis	none
take the next left after the light jarvis	none
is the next stop union square jarvis	none
how long do i let the dough rest before the next fold jarvis	none
how long should i pause between coats of paint jarvis	none
how do i get back to the hotel from here jarvis	none
my back is killing me jarvis	none
stop the timer jarvis	none
remind me to stop by the pharmacy on the way home jarvis	todo
remind me to play with the dog before bed jarvis	todo
remind me to skip the nine am standup tomorrow jarvis	todo
remind me to back up my laptop jarvis	todo
remind me to call marcus back at four thirty jarvis	timer_at_clock
remind me at six to stop the slow cooker jarvis	timer_at_clock
set a timer for the next batch twelve minutes jarvis	timer_duration
ay some music jarvis	media_play
lay the new kendrick jarvis	media_play
ay skip marley on spotify jarvis	media_play_spotify
on you tube play tiny desk concerts jarvis	media_play_youtube
playthis on you tube instead jarvis	media_play_youtube
stop making sense on spotify jarvis	media_play_spotify
put on the next day by bowie jarvis	media_play
play weight weight dont tell me jarvis	media_play
paws it jarvis	media_control
ext one jarvis	media_control
kip it jarvis	media_control
keep playing jarvis	media_control
turn it up a couple notches jarvis	media_control
whats playing right now jarvis	media_now
who sings this one jarvis	media_now
whats next jarvis	none
stop by the store on the way home jarvis	todo
how do i put this on you tube jarvis	none
spotify shuffle my liked songs jarvis	media_play_spotify
remind me to play the piano at five jarvis	timer_at_clock
to play the piano at five jarvis	timer_at_clock
add play with fire to my todos jarvis	todo
remind me to skip the intro jarvis	todo
remind me at noon to pause my spotify subscription jarvis	timer_at_clock
remind me in twenty minutes to skip to the next episode jarvis	timer_duration
set a timer for two minutes for the next batch jarvis	timer_duration
remind me to stop by the store on the way home jarvis	todo
put stop making sense on my list jarvis	todo
remind me to turn it down at ten jarvis	timer_at_clock
set a timer for the next song jarvis	none
put on some music in ten minutes jarvis	none
remind me to call her back after this song jarvis	todo
remind me in an hour to check what's playing at the roxy jarvis	timer_duration
add pause by four tet to my todo list jarvis	todo
play four minute warning on spotify jarvis	media_play_spotify
play fifteen minutes of rain sounds on youtube jarvis	media_play_youtube
remind me to stop the dishwasher in five minutes jarvis	timer_duration
member to pick up the record at four jarvis	timer_at_clock
remind me to download the next taylor swift album jarvis	todo
what is on my to do list, Jarvis	todo.list
what's on my todo list	todo.list
show me my to-do list	todo.list
read my todos, Jarvis	todo.list
what are my tasks	todo.list
tell me my to do list	todo.list
how many todos do I have	todo.list
add bagels to my to do list	todo
put milk on my todo list	todo
add pause by four tet to my todo list	todo
remind me to get bagels in 20 minutes	timer_duration

what is the weather in Oakland	none
play the todo list by minutemen on spotify	media_play_spotify
make a note that the landlord said the boiler is under warranty until March	note.add
note that the wifi password is guest 2024	note.add
take a note the rental car confirmation is 4471	note.add
jot a note about the parking spot being level 3 blue	note.add
what are my notes	note.read
show me my notes about the landlord	note.read
do i have any notes on the rental car	note.read
read my notes	note.read
add bagels to my to do list	todo
what is on my to do list	todo.list
note to self pick up the package	todo
remind me to stretch in 45	timer_duration
play some notes by john coltrane on spotify	media_play_spotify
delete the note about the boiler	note.delete
forget the note about the rental car	note.delete
remove my note that says wifi password	note.delete
delete my notes	note.delete
make a note that the gate code is 4417	note.add
what are my notes about the boiler	note.read
complete buy oat milk	done
Complete buy oat milk.	done
finish get bagels	done
finished the laundry	done
done with the dry cleaning	done
cross off buy oat milk	done
tick off get bagels	done
get bagels is done	done
the laundry is done	done
mark off get bagels	done
is the project complete	none
what time does the complete works start	none
add complete the report to my todo list	todo
add to do buy milk	todo
add todo buy milk	todo
add a to-do buy milk	todo
add to do call the plumber	todo
add buy milk to my to do list	todo
what is on my to do list	todo.list
complete buy milk	done
complete the to do buy milk	done
complete the todo buy milk	done
to do buy milk is done	done
todo buy milk is done	done
to-do buy milk is done	done
mark off the to do buy milk	done
add to do get bagels	todo
add to-do get bagels	todo
add todo get bagels	todo
what is on my to do list	todo.list
what is on my todo list	todo.list
remove go shopping	done
delete buy milk	done
cancel the dentist appointment	done
delete the note about the boiler	note.delete
remove the note about wifi	note.delete
navigate to Round Table Pizza on Mountain Blvd	nav.start:drive
take me to Starbucks in Montclair	nav.start:drive
directions to Oakland airport	nav.start:drive
walk to Round Table Pizza on Mountain Blvd	nav.start:walk
walk me to the library	nav.start:walk
drive to the airport	nav.start:drive
bicycle to Lake Merritt	nav.start:bike
bike to the park	nav.start:bike
public transportation to San Francisco	nav.start:transit
take the bus to downtown Oakland	nav.start:transit
transit to Berkeley	nav.start:transit
navigate to the museum walking	nav.start:walk
drive to Train Street	nav.start:drive
how long to walk to Dimond Park	none
how far is the grocery store	none
done ride the cable car	done
done, buy oat milk	done
end navigation	nav.stop
stop navigation	nav.stop
cancel navigation	nav.stop
stop navigating	nav.stop
exit navigation	nav.stop
end the route	nav.stop
stop directions	nav.stop
cancel the trip	nav.stop
turn off navigation	nav.stop
end nav	nav.stop
play NPR radio	radio.play
play jazz radio	radio.play
put on classical radio	radio.play
listen to BBC world service radio	radio.play
tune in to KQED radio	radio.play
play the radio	radio.play
play kexp radio on the sonos	radio.play
play jazz radio in the kitchen	radio.play
play smooth jazz station	radio.play
play radio paradise	radio.play
play NPR radio on the bedroom sonos	radio.play
play jazz radio in the living room	radio.play
ask android	assist.open
ask gemini	assist.open
ask the assistant	assist.open
open the assistant	assist.open
ask android what the weather is	assist.open
launch gemini	assist.open
ask the phone	assist.open
ask gemini to set a timer for 3 minutes	assist.open
ask android to play music	assist.open
ask gemini to text sarah i am running late	assist.open
ask android to turn on the flashlight	assist.open

# --- compound requests: a second request after a conjunction goes to the model ---
kick off a two minute egg timer and also tell me the weather	compound
please cancel the pasta timer and is it going to rain tomorrow	compound
set a timer for 5 minutes and then play some jazz	compound
play jazz and turn it up	compound
set a timer for ten minutes, what's the traffic to work	compound
add milk to my list also what's on my calendar tomorrow	compound
navigate to the airport and text mom that I'm on my way	compound
pause the music and remind me to call the dentist	compound
start a countdown for 3 minutes and let me know when it's up	compound
# --- and these must stay single: 'and' joining nouns, not requests ---
play simon and garfunkel	single
add bread and butter to my list	single
set a timer for an hour and a half	single
navigate to fifth and mission	single
play earth wind and fire	single
remind me to call tom and jerry	single
set a timer for 10 minutes and 30 seconds	single
play rock and roll	single
what's the weather in oakland	single
remind me to pet the dog at 11:20 AM, Jarvis.	single
navigate to 5 main street, oakland	single

# --- descriptive play phrases: the resolver must name the release, never a literal search ---
play art of noise's most popular album	descriptive
play the art of noise's most popular album	descriptive
play the best known album by the cure	descriptive
play depeche mode's biggest album	descriptive
play the best-selling album by adele	descriptive
play the first album by the cure	descriptive
play the latest album by taylor swift	descriptive
# --- and literal titles stay literal ---
play the final countdown	literal
play last christmas by wham	literal
play who's afraid of the art of noise	literal
play popular by nada surf	literal
play the album in visible silence	literal

# --- artistHint: whose record was asked for (null = a title, leave it alone) ---
play acdc's 2nd most popular album	hint:acdc
play the art of noise's most popular album	hint:art of noise
play the doors' greatest hits	hint:doors
play depeche mode's biggest album	hint:depeche mode
play the best album by the cure	hint:the cure
play anything by guns n' roses	hint:guns n' roses
play queen's first record	hint:queen
# --- and these name a TITLE: no artist claim, literal search must not be blocked ---
play sgt pepper's lonely hearts club band	hint:-
play guns n' roses	hint:-
play sinead o'connor	hint:-
play nothing compares 2 u	hint:-
play the queen's gambit soundtrack	hint:-
play ladies of the canyon	hint:-
# --- ranked superlatives are descriptions, not titles ---
play acdc's 2nd most popular album	descriptive
play the third biggest album by metallica	descriptive
play queen's most famous song	descriptive
play the most streamed album by drake	descriptive

# --- regressions the artist guard must NOT cause: a title's own 'by' is not a claim ---
play stand by me	hint:-
play the album stand by me	hint:-
play fly by night	hint:-
play one by one	hint:-
play knocked out loaded	hint:-
# --- but a described release names its artist ---
play the best album by the cure	hint:the cure
play the greatest hits by queen	hint:queen
play anything by guns n' roses	hint:guns n' roses
# --- bare superlatives inside real titles stay literal ---
play biggest part of me	literal
play breakthrough	literal
play signature	literal
# --- but describe a release and they resolve ---
play depeche mode's biggest album	descriptive
play the biggest album by abba	descriptive

# --- a play phrase that only POINTS ('that album') must be resolved, never searched for ---
play that album	descriptive
go ahead and play that album	compound
play it	descriptive
play that one	descriptive
play the one you mentioned	descriptive
play the album you just said	descriptive
play the second one	descriptive
# --- and titles that merely START with those words stay literal ---
play that's the spirit	literal
play this is america	literal
play it's my life	literal
play the same deep water as you	literal
play the latest youtube video kpfa flashpoints jarvis	media_play_youtube
play the most popular youtube video from tiny desk concerts jarvis	media_play_youtube
